/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1ovT9UXP7gK0jSZFj4cg5aXXa_115418.jpg,0.5388947
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1nss0XzMZ7e4jSZFO0.R7epXa_024643.jpg,0.4183679
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1IzVbaDM11u4jSZPxQQqhcXXa_103716.jpg,0.41863334
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1XWiKohYaK1RjSZFnrwa80pXa_053539.jpg,0.42849183
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1ISbOPVXXXXXeaFXXdxuf.XXX_100138.jpg,0.44281217
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1JCrig9R26e4jSZFEfcrwuXXa_120610.jpg,0.5987096
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB16T9hB4n1gK0jSZKP8jxvUXXa_055718.jpg,0.3134751
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1TlE8mHSYBuNjSspfRdEZCpXa_041715.jpg,0.21802652
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB10rGSMFY7gK0jSZKzIpmikpXa_103731.jpg,0.47053757
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1kS6JcmslXu8jSZFuYgtg7FXa_125648.jpg,0.44567123
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1wgmYdXuWBuNjSszbB0oS7FXa_104910.jpg,0.39077514
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1IBEmeRCw3KVjSZFuLOMAOpXa_033040.jpg,0.35742217
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1_AsXPVXXXXaUXpXXsgdR.VXX_111443.jpg,0.24975769
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1k7YlLpXXXXcVXVXXwL.D9FXX_045328.jpg,0.5182157
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB10AzXTgTqK1RjSZPhzLlfOFXa_034225.jpg,0.07064504
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1xpGxQpXXXXXFXXXX2qiK9VXX_050011.jpg,0.42023438
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1rrKt3AL0gK0jSZFtew8QCXXa_014815.jpg,0.52382135
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1SXdMXlUSMeJjSszeZO7KgpXa_014616.jpg,0.47757962
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1X1mEKMHqK1RjSZFggEq7JXXa_101528.jpg,0.35783568
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1M8gZppuWBuNjSspndGl1NVXa_094128.jpg,0.42678207
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB128yQeOpE_u4jSZKbVVbCUVXa_043725.jpg,0.5375619
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1LhB3iBFR4u4jSZFPsOynzFXa_111023.jpg,0.44567123
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1UK9c3oY1gK0jSZFCIDcwqXXa_034307.jpg,0.59870946
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1TlCvQuL2gK0jSZFm__Z7iXXa_053540.jpg,0.49565095
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1mSq.XWagSKJjy0FakIT0dpXa_125738.jpg,0.3982531
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB18VUIRXXXXXbEaXXXUA_5.VXX_113158.jpg,0.3133675
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1lunMh_AKL1JjSZFCx_hFspXa_051032.jpg,0.33531138
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1woNtjW61gK0jSZFlUONDKFXa_115401.jpg,0.4259716
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1rHUvN7L0gK0jSZFADVsA9pXa_114032.jpg,0.30089176
/Users/yousheng/PycharmProjects/AVAS/src/images_test/TB1e4.6h79l0K4jSZFKcvxFjpXa_033218.jpg,0.00418029
